Unnamed: 0,Incident-ID,Status,Betreff,Beschreibung,Lösungsbeschreibung,Anfrageart,Gelöst Dauer in h,Erstellt Datum Zeit,Incident-Typ,Herkunft,edited,intent,webhelp article,webhelp article 2,webhelp article 3,webhelp article 4
339,20190617-0075,Geschlossen,Frage,"Habe das SPA Modul ""Farbe"" neu hinzugefuegt
https://www.hslu.ch/de-ch/design-kunst/studium/studienuebergreifende-module/spezialmodule/
Dieses taucht jetzt oben im Menue auf , soll es aber nicht.
Wie kann ich das lösen?
","Oftmals ist es der Kontaktteaser. Es sieht auf englisch dann korrekt aus, weil Sitecore automatisch die korrekte Berufsbezeichnung übernimmt, Sitecore merkt aber auch, dass nichts angepasst wurde und geht dann davon aus, dass es noch deutsch ist. Es muss dann einfach eine englische Version davon im Backend angelegt werden. ",Dokumentation nicht gelesen,4,17.06.2019 12:36,Service Request,E-Mail,yes,navigation edit visibility,https://applsupport.hslu.ch/webhelp/index.html?hm_navigations_options-ribbon.htm,,,
340,20190628-0009,Geschlossen,dpi,"Welche Auflösung muss ich hier eingeben? Ist 144 dpi korrekt?
 ","Die Meldung wird auch oft durch PDFs ausgelöst, die nur in einer Sprachversion vorhanden sind. Korrekt wuerde man ein PDF mit nur deutschen Infos hochladen und dann von demselben PDF-Item noch eine englische Version erstellen und das in der englischen Seitenversion anhängen. ",Dokumentation nicht gelesen,7.1,28.06.2019 08:03,Service Request,E-Mail,yes,picture dpi,https://applsupport.hslu.ch/webhelp/index.html?hm_photoshop.htm,,,
342,20190826-0026,Geschlossen,Teaser zeigt es verschoben an,"Ich habe einen Teaser ueberarbeitet und dann an eine andere Position verschoben. Nun hat es mir alles durcheinander gebracht und die Darstellung stimmt nicht mehr (Preview). Könnt ihr mir helfen, damit das wieder sortiert ist?
https://stage-www.hslu.ch/de-CH/Technik-Architektur/institute/gebäudetechnik-und-energie/
Unter der Rubrik «aktuell» sollen zuerst das «Bauforum» und daneben auf derselben Zeile der «Technologieradar» sein
 ",Bitte auch die Alt-Texte der Bilder kontrollieren.  ,Dokumentation nicht gelesen,0.72,26.08.2019 09:12,Service Request,E-Mail,yes,break,https://applsupport.hslu.ch/webhelp/index.html?hm_geschuetzten_umbruch_einfuegen.htm,,,
343,20190827-0113,Geschlossen,Darstellung BeitrÃƒÆ’¤ge,"Auf dieser Seite ist die Darstellung der Beiträge (siehe ganz unten) verschoben. Ich habe keine Ahnung wie ich das Rueckgängig machen kann. Könntet ihr dies bitte mal ueberpruefen?
 https://www.hslu.ch/de-ch/wirtschaft/weiterbildung/cas/ikm/online-communication-and-marketing/","[Hier](https://applsupport.hslu.ch/webhelp/hm_sprachversion.htm?zoom_highlightsub=englische+version) ist beschrieben, wie eine englische Version eines Elements erstellt werden kann.",Dokumentation nicht gelesen,0.21,27.08.2019 14:04,Service Request,E-Mail,yes,break,https://applsupport.hslu.ch/webhelp/index.html?hm_geschuetzten_umbruch_einfuegen.htm,,,
344,20190903-0045,Geschlossen,"Platzierung eines Videos an leere Stelle nicht mÃƒÆ’¶glich, ob wohl eine Reihe vorher und nachher kein P","Gestern habe ich im Sitecore 5 neue Videos auf der Webseite des EMBA Luzern geladen.
 https://www.hslu.ch/de-ch/wirtschaft/weiterbildung/mas/ibr/executive-mba-luzern/testimonials/
 Bereits im Bearbeitungsmodus war es mir nicht möglich, in der mittleren Reihe zwei Videos nebeneinander zu platzieren. Bei der ersten und der zweiten Reihe ging das ohne Probleme. Auch war es nicht möglich, ein Video an den leeren Platz zu verschieben, da mir die Verschiebung nur an die Stellen möglich war, wo es bereits Videos hatte.
 ","Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,0.37,03.09.2019 09:05,Service Request,E-Mail,yes,break,https://applsupport.hslu.ch/webhelp/index.html?hm_geschuetzten_umbruch_einfuegen.htm,,,
345,20190916-0017,Geschlossen,Sitecore Person Oliver Kessler Bezeichnung,"X möchte bei seiner Funktion gerne die Bezeichnung Co-Leitung CC Public & Nonprofit Management und nicht Co-Leiter International Office. Ich habe es im Sitecore unter ""Funktion"" hinzugefuegt, und es ist ersichtlich, auf der Website aber leider nicht. 
Könnt ihr diese Ãƒâ€žnderung bei seinem Profil bitte anpassen? 
 ","Die Angaben im Kontaktteaser fliessen via Schnittstelle Evento /SAP in Sitecore. Sollen die Angaben dauerhaft geändert werden soll, müssen das folglich die  die Personaldatenverantwortlichen in Evento anpassen. Via Sitecore kann einfach pro Kontaktteaser die Funktion einmalig (also dort wo die jeweiligen Kontaktteaser dann liegen) übersteuert werden. Dazu muss das Element Kontaktperson-Element (manuell) verwendet werden. Bei diesem Element können alle Daten zum Kontakt manuell eingeben werden. Diese  Anpassungen werden aber nur für diese eine Seite gelten. Siehe hier: [https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson](https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson)",Dokumentation nicht gelesen,0.17,16.09.2019 08:57,Service Request,E-Mail,yes,contact edit,no,,,
346,20190916-0041,Geschlossen,AW: Sitecore Person Oliver Kessler Bezeichnung,"Ich hätte gerne auf den Webseiten des International Office (diese und alle ""Unterseiten"": https://www.hslu.ch/de-ch/wirtschaft/international/), die Funktion ""Co-Leiter International Office"", aber auf allen anderen Webseiten sollte ich ""Co-Leiter CC Public & Nonprofit Management"" sein (so wie hier: https://www.hslu.ch/de-ch/wirtschaft/institute/ibr/kompetenzen/public-and-nonprofit-management/). 
 Es sieht aus, wie wenn das geht (siehe oben). Falls das nicht geht, wäre ich froh, wenn ihr beide Funktionen auffuehren könntet.
 Es geht ja auch ganz spezifisch wie hier: https://www.hslu.ch/de-ch/wirtschaft/institute/ibr/kompetenzen/public-and-nonprofit-management/forschungsprogramm-öffentliches-gesundheitsmanagement/ 
 ","Die Angaben im Kontaktteaser fliessen via Schnittstelle Evento /SAP in Sitecore. Sollen die Angaben dauerhaft geändert werden soll, müssen das folglich die  die Personaldatenverantwortlichen in Evento anpassen. Via Sitecore kann einfach pro Kontaktteaser die Funktion einmalig (also dort wo die jeweiligen Kontaktteaser dann liegen) übersteuert werden. Dazu muss das Element Kontaktperson-Element (manuell) verwendet werden. Bei diesem Element können alle Daten zum Kontakt manuell eingeben werden. Diese  Anpassungen werden aber nur für diese eine Seite gelten. Siehe hier: [https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson](https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson)",Dokumentation nicht gelesen,0.27,16.09.2019 09:39,Service Request,E-Mail,yes,contact edit,no,,,
347,20191003-0098,Geschlossen,Web MAS IM/DBA,"Auf der Webseite www.hslu.ch/dba ist X (Studienleiter) plötzlich verschwunden. Er wäre oberhalb von Y platziert. Ich muss morgen ein Mailing rauslassen und dann muss die Webseite einwandfrei sein. Könnt ihr mir da behilflich sein und schauen, dass Ingo wieder angezeigt wird? Und wisst ihr warum er plötzlich nicht mehr erscheint?","Wenn Elemente von der Seite verschwinden, kann es an den publish Einstellungen liegen oder die Elemente wurden nur in der englischen Version erfasst. 
Die Publishing Einstellungen können so geprüft werden: Element anklicken und das Edit-Icon auswählen. Im neuen Fenster können unter anderem unter Publish / Unpublish die Publish Einstellungen bearbeitet werden. Mehr dazu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm)
Auf einer DE und EN  Seite müssen immer die gleichen Elemente platziert werden. Sonst wird die englische Version immer von der deutschen überschrieben.

 ",Dokumentation nicht gelesen,5.15,03.10.2019 14:47,Service Request,E-Mail,yes,element missing,https://applsupport.hslu.ch/webhelp/index.html?hm_publish_options.htm,,,
348,20191015-0097,Geschlossen,Sitecore-Schulungen,"Bei uns im Team soll in Zukunft eine weitere Person das Web betreuen können.
Könnt ihr mir Daten der nächsten Sitecore-Schulungen senden oder sagen, wo diese zu finden sind?
 ","Informationen zur Schulungsanmeldungen findest du hier: https://inside.hslu.ch/mk/Seiten/InfoWiki/Webseite.aspx
 ",Dokumentation nicht gelesen,52.6,15.10.2019 14:25,Service Request,E-Mail,yes,training course,no,,,
349,20191029-0074,Geschlossen,Upload zip,"Fuer die Aktualisierung der ausgewählten Arbeiten aus dem Bereich IDA muss ich ueber 100 Bilder hochladen, beim Upload in die Media-Library kommt folgende Fehlermeldung, s. Screenshot im Anhang.
Muss ich jedes Bild händisch hochladen? Es wäre toll wenn das Entpacken des zips automatisch passieren wuerde.","Du kannst ueber ""Dateien hochladen (erweitert)"" auch mehrere Bilder miteinander auswählen.
 ",Dokumentation nicht gelesen,12.88,29.10.2019 11:37,Service Request,E-Mail,yes,picture upload multiple,https://applsupport.hslu.ch/webhelp/index.html?hm_upload_files.htm,,,
350,20191108-0008,Geschlossen,Frage zur Websitebearbeitung,"Ich möchte auf der Website Master IDS: https://stage-www.hslu.ch/de-ch/wirtschaft/studium/master/applied-information-and-data-science/ X als Stv. Studiengangleiterin hinzufuegen.
Sie hat bereits ein Kontaktböxli als Dozentin, was muss ich machen, dass ich Ihre Verantwortlichkeit auf Stv. Studiengangleiterin ändern kann?
","Die Angaben im Kontaktteaser fliessen via Schnittstelle Evento /SAP in Sitecore. Sollen die Angaben dauerhaft geändert werden soll, müssen das folglich die  die Personaldatenverantwortlichen in Evento anpassen. Via Sitecore kann einfach pro Kontaktteaser die Funktion einmalig (also dort wo die jeweiligen Kontaktteaser dann liegen) übersteuert werden. Dazu muss das Element Kontaktperson-Element (manuell) verwendet werden. Bei diesem Element können alle Daten zum Kontakt manuell eingeben werden. Diese  Anpassungen werden aber nur für diese eine Seite gelten. Siehe hier: [https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson](https://applsupport.hslu.ch/webhelp/hm_kontaktperson-element_manuell_.htm?zoom_highlightsub=kontaktperson)",Dokumentation nicht gelesen,3.9,08.11.2019 09:07,Service Request,E-Mail,yes,contact edit,no,,,
351,20191108-0081,Geschlossen,Moodboards mobile sichtbar machen,"Könnt ihr mir weiterhelfen? Ich wollte die Moodboards der Hauptseite Objektdesign auch in der ""mobilen"" Version sichtbar machen https://stage-www.hslu.ch/de-ch/design-kunst/studium/bachelor/objektdesign/
Ich habe zwar mittels Sitecore-Hilfe http://applsupport.hslu.ch/webhelp/index.html?hm_grundlagen_sitecore.htm herausgefunden wie, jedoch zeigt es bei der ""extended preview"" nur bei iPad und Desktop die Moodboards an, nicht jedoch in der ""mobile version"" > siehe Screenshots
Was muss ich noch anpassen, damit die Moodboards auch auf der Natel-Ansicht sichtbar werden?
 ","Für mobile und Desktop sind unterschiedliche Moodboards zugewiesen. Die sind nicht automatisch gleich und müssen bei mobile und bei Desktop separat zugewiesen bzw. entfernt werden. Wird das Moodboard in der mobilen Version falsch oder gar nicht angezeigt, liegt es oft daran, dass kein mobiles Moodboard erstellt wurde oder dieses nicht vollständig konfiguriert wurde. 
1. In der Media Library muss ein seperates Bild für die Desktop und MoileMoodboardversion hochgeladen werden. 
2. Beim Zuweisen von Bild zum Moodboard, muss bei mobile das mobile Bild ausgwählt werden.
3. Bei den Page Options muss der Seite sowohl ein Desktop Moodboard als auch ein mobiles Moodboard zugewiesen werden. 
Hier die Anleitungslinks dazu:
https://applsupport.hslu.ch/webhelp/hm_neues_bild_direkt_hochladen.htm
https://applsupport.hslu.ch/webhelp/index.html?hm_eigene_und___oder_shared_slide.htm",Dokumentation nicht gelesen,1.18,08.11.2019 15:07,Service Request,E-Mail,yes,moodboard mobile,no,,,
352,20191108-0086,Geschlossen,IKM Update Seite / Video einfÃƒÆ’Ã‚Â¼gen,"Ich möchte gerne auf der Seite https://www.hslu.ch/de-ch/wirtschaft/agenda/veranstaltungen/2019/11/28/ikm-update-voice-november-2019/ das Video https://www.youtube.com/watch?v=9OoF5auVF0I einfuegen.
 
Wenn ich es als iFrame einfuege, steht da IFRAME NOT ALLOWED.
Könnt ihr das machen?","Um ein Video auf der Website einzubinden, muss dieses zuerst entweder auf YouTube oder Vimeo hochgeladen werden. Danach kann das Video in einem Teaser eingebunden werden . Hier findest du die Anleitung dazu: 
[http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm](http://applsupport.hslu.ch/webhelp/hm_manueller_teaser_video_einbind.htm)
[https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm](https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm)

",Dokumentation nicht gelesen,0.39,08.11.2019 15:58,Service Request,E-Mail,yes,video insert,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_video_einbind.htm,https://applsupport.hslu.ch/webhelp/index.html?hm_manueller_teaser_vimeo_video_e.htm,,
355,20191206-0070,Geschlossen,Bild Pop-up,"Ich möchte dieses Bild gerne so einstellen, dass bei Klick ein Popup (mit Bild gross) öffnet.
 Im Moment linkt es mich jeweils auf eine andere Seite
 https://stage-www.hslu.ch/de-ch/wirtschaft/institute/ikm/porträt/","Um ein Bild einzufügen, das beim Draufklicken grösser dargestellt wird, kann ein manueller Teaser oder eine Bildergeschichte (mehrere Bilder ) eingefügt werden. Beim Bearbeiten muss die Checkbox ""Link (nur Bilder via Media Link) in Popup vergrössern"" ausgewählt werden. Das vergrösserte Bild muss als Link ausgewählt werden.
Falls der Haken bei ""Link (nur Bilder via Media Link) in Popup vergrössern"" gesetzt wurde aber das Bild beim Draufklicken nicht grösser dargestellt wird, liegt es wohl daran, dass das Bild noch nicht in der grossen Version hochgeladen wurde. Damit dar Popup funktioniert, muss das Bild 1x in der vorgegebenen Grösse für den Teaseroder die Bildergeschichte hochladen werden und 1x in der Grösse, wie es vergrössert dargestellt werden soll. Wenn der Teaser dann bearbeitet wird, kann im Bereich  ""Link"" durch die Funktion  ""Insert Media Link"" das grössere Bild und die Checkbox ""Link in Popup vergrössern"" ausgewählt werden. Dadurch wird das grössere Bild beim Klick auf das Teaserbild angezeigt.",Dokumentation nicht gelesen,0.77,06.12.2019 15:02,Service Request,E-Mail,yes,picture popup,https://applsupport.hslu.ch/webhelp/index.html?hm_teaser_bearbeiten.htm,,,
358,20191223-0056,Geschlossen,Webredaktion :: BA GD :: Video Teaser,"Unter folgenden Seite:
 https://www.hslu.ch/de-ch/design-kunst/studium/bachelor/graphic-design/arbeiten-aus-dem-studium/arbeiten-aus-dem-2-studienjahr/ 
Muesste der unterste Video Teaser Bourbaki Clips links gesetzt sein.
Ist im Backend so gesetzt, leider erscheint er live auf der rechten Seite?
Könnt ihr mir hier bitte weiterhelfen?
","Manchmal kann es dazu kommen, dass Elemente nicht an der richtigen Stelle platziert werden. Werden z.B. mehrere Teaser platziert, werden diese automatisch angeordnet. Dies kann aber dazu führen, dass das Layout nicht wie gewünscht aussieht. Durch Einfügen eines geschützten Umbruch, kann das Layout strukturiert werden. So können unnötige Lücken vermieden werden oder einzelne Elemente linksbündig oder rechtsbündig platziert werden.
Wie das geht ist [hier](http://applsupport.hslu.ch/web12/index.html?hm_geschuetzten_umbruch_einfuegen.htm) beschrieben.
 ",Dokumentation nicht gelesen,34,23.12.2019 18:25,Service Request,E-Mail,yes,break,https://applsupport.hslu.ch/webhelp/index.html?hm_geschuetzten_umbruch_einfuegen.htm,,,
361,20200122-0023,Geschlossen,JubilÃƒÆ’Ã‚Â¤ums-Seite lÃƒÆ’Ã‚Â¶schen,"Da unser 40-jähriges Jubiläum vorbei ist, wird unsere Extra-Seite nicht mehr benötigt: https://www.hslu.ch/de-ch/wirtschaft/institute/ibr/ibr-jubi40-standard-site/ Ich habe die anderen Sites soweit angepasst, dass kein Link mehr direkt auf diese Seite fuehrt. Kann ich die Seite nun löschen und ""Link to antoher Item"" wählen? Was muss ich sonst noch machen? Auch im Hinblick auf Suchmaschinen etc.
 ","Wenn Seiten umbenennt, verschoben oder gelöscht werden oder die URL einer Seite geändert wird, muss vorher überlegt werden, ob Umleitungen eingerichtet werden müssen. Umleitungen sind nicht bei allen Seiten nötig. Sie werden erst dann eingerichtet wenn das Suchmaschinen Ranking der Seite relevant ist, die Seite viele Seitenaufrufe hat oder intern auf der Website viele Verlinkungen auf diese Seite führen (also eigentlich immer dann, wenn die alte URL weiterhin funktionieren soll). Wichtig ist, dass diese Umleitungen eingerichtet werden bevor die Seite umbenannt, verschoben oder gelöscht wird. Schickt bitte alle Umleitungen, die eingerichtet werden müssen an [websupport@hslu.ch](mailto:websupport@hslu.ch). Bitte die alte und neue URL angeben, sowie was mit der Seite gemacht wird (verschieben, umbenennen, löschen). Falls es mehrere Umleitungen sind gerne in einer Exceltabelle. Sobald wir die Umleitungen eingerichtet haben geben wir euch bescheid und ihr könnt dann die Seiten umbenennen, verschieben oder löschen.
Um eine Seite zu löschen kann so vorgegangen werden:
 1) Auf die zu löschende Seite navigieren und im Ribbon-Menü den Befehl ""Home > Delete Page"" aufrufen.
2) Den Warnhinweis lesen und gegebenenfalls auf OK klicken.
3) Zeigen Links auf dieses Seite, erscheint ein weiteres Hinweisfenster. Es muss entschieden werden, was mit diesen Linkst geschehen soll 
Mehr Infos danzu [hier](https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm)",Dokumentation nicht gelesen,0.1,22.01.2020 09:27,Service Request,E-Mail,yes,site delete,https://applsupport.hslu.ch/webhelp/index.html?hm_seite_löschen.htm,,,
